Reach,River Sta,Profile,Q Total (cfs),W.S. Elev (ft)
WFK D - Junction,622.68* ,200 Yr 24 Hr,604.5,810.82
WFK D - Junction,622.68* ,500 Yr 24 Hr,791.9,813.58
WFK D - Junction,536.76,2 Yr 24 Hr,63.3,802.78
WFK D - Junction,536.76,5 Yr 24 Hr,114,803.98
WFK D - Junction,536.76,10 Yr 24 Hr,171.1,804.94
WFK D - Junction,536.76,25 Yr 24 Hr,271.1,806.61
WFK D - Junction,536.76,50 Yr 24 Hr,363.5,808.02
WFK D - Junction,536.76,100 Yr 24 Hr,476.9,809.39
WFK D - Junction,536.76,200 Yr 24 Hr,604.5,810.81
WFK D - Junction,536.76,500 Yr 24 Hr,791.9,813.58
WFK C - Junction,5313.02,2 Yr 24 Hr,105.6,841.1
WFK C - Junction,5313.02,5 Yr 24 Hr,183.7,841.55
WFK C - Junction,5313.02,10 Yr 24 Hr,276.2,841.89
WFK C - Junction,5313.02,25 Yr 24 Hr,438.9,842.34
WFK C - Junction,5313.02,50 Yr 24 Hr,589.7,842.69
WFK C - Junction,5313.02,100 Yr 24 Hr,771.7,843.06
WFK C - Junction,5313.02,200 Yr 24 Hr,980.7,843.43
WFK C - Junction,5313.02,500 Yr 24 Hr,1287.3,843.8
WFK C - Junction,5222.73*,2 Yr 24 Hr,105.6,840.11
WFK C - Junction,5222.73*,5 Yr 24 Hr,183.7,840.57
WFK C - Junction,5222.73*,10 Yr 24 Hr,276.2,840.91
WFK C - Junction,5222.73*,25 Yr 24 Hr,438.9,841.38
WFK C - Junction,5222.73*,50 Yr 24 Hr,589.7,841.73
WFK C - Junction,5222.73*,100 Yr 24 Hr,771.7,842.1
WFK C - Junction,5222.73*,200 Yr 24 Hr,980.7,842.47
WFK C - Junction,5222.73*,500 Yr 24 Hr,1287.3,842.81
WFK C - Junction,5132.45*,2 Yr 24 Hr,105.6,839.13
WFK C - Junction,5132.45*,5 Yr 24 Hr,183.7,839.57
WFK C - Junction,5132.45*,10 Yr 24 Hr,276.2,839.93
WFK C - Junction,5132.45*,25 Yr 24 Hr,438.9,840.41
WFK C - Junction,5132.45*,50 Yr 24 Hr,589.7,840.76
WFK C - Junction,5132.45*,100 Yr 24 Hr,771.7,841.13
WFK C - Junction,5132.45*,200 Yr 24 Hr,980.7,841.5
WFK C - Junction,5132.45*,500 Yr 24 Hr,1287.3,841.84
WFK C - Junction,5042.16*,2 Yr 24 Hr,105.6,838.14
WFK C - Junction,5042.16*,5 Yr 24 Hr,183.7,838.57
WFK C - Junction,5042.16*,10 Yr 24 Hr,276.2,838.94
WFK C - Junction,5042.16*,25 Yr 24 Hr,438.9,839.42
WFK C - Junction,5042.16*,50 Yr 24 Hr,589.7,839.79
WFK C - Junction,5042.16*,100 Yr 24 Hr,771.7,840.16
WFK C - Junction,5042.16*,200 Yr 24 Hr,980.7,840.47
WFK C - Junction,5042.16*,500 Yr 24 Hr,1287.3,840.82
WFK C - Junction,4951.87*,2 Yr 24 Hr,105.6,837.15
WFK C - Junction,4951.87*,5 Yr 24 Hr,183.7,837.57
WFK C - Junction,4951.87*,10 Yr 24 Hr,276.2,837.94
WFK C - Junction,4951.87*,25 Yr 24 Hr,438.9,838.44
WFK C - Junction,4951.87*,50 Yr 24 Hr,589.7,838.81
WFK C - Junction,4951.87*,100 Yr 24 Hr,771.7,839.19
WFK C - Junction,4951.87*,200 Yr 24 Hr,980.7,839.46
WFK C - Junction,4951.87*,500 Yr 24 Hr,1287.3,839.8
WFK C - Junction,4861.59*,2 Yr 24 Hr,105.6,836.19
WFK C - Junction,4861.59*,5 Yr 24 Hr,183.7,836.58
WFK C - Junction,4861.59*,10 Yr 24 Hr,276.2,836.95
WFK C - Junction,4861.59*,25 Yr 24 Hr,438.9,837.45
WFK C - Junction,4861.59*,50 Yr 24 Hr,589.7,837.82
WFK C - Junction,4861.59*,100 Yr 24 Hr,771.7,838.2
WFK C - Junction,4861.59*,200 Yr 24 Hr,980.7,838.44
WFK C - Junction,4861.59*,500 Yr 24 Hr,1287.3,838.79
WFK C - Junction,4771.3,2 Yr 24 Hr,105.6,835.1
WFK C - Junction,4771.3,5 Yr 24 Hr,183.7,835.49
WFK C - Junction,4771.3,10 Yr 24 Hr,276.2,835.86
WFK C - Junction,4771.3,25 Yr 24 Hr,438.9,836.37
WFK C - Junction,4771.3,50 Yr 24 Hr,589.7,836.74
WFK C - Junction,4771.3,100 Yr 24 Hr,771.7,837.15
WFK C - Junction,4771.3,200 Yr 24 Hr,980.7,837.51
WFK C - Junction,4771.3,500 Yr 24 Hr,1287.3,837.9
WFK C - Junction,4677.58*,2 Yr 24 Hr,105.6,833.79
WFK C - Junction,4677.58*,5 Yr 24 Hr,183.7,834.23
WFK C - Junction,4677.58*,10 Yr 24 Hr,276.2,834.63
WFK C - Junction,4677.58*,25 Yr 24 Hr,438.9,835.16
WFK C - Junction,4677.58*,50 Yr 24 Hr,589.7,835.58
WFK C - Junction,4677.58*,100 Yr 24 Hr,771.7,836.01
WFK C - Junction,4677.58*,200 Yr 24 Hr,980.7,836.43
WFK C - Junction,4677.58*,500 Yr 24 Hr,1287.3,836.98
WFK C - Junction,4583.87*,2 Yr 24 Hr,105.6,832.51
WFK C - Junction,4583.87*,5 Yr 24 Hr,183.7,833
WFK C - Junction,4583.87*,10 Yr 24 Hr,276.2,833.41
WFK C - Junction,4583.87*,25 Yr 24 Hr,438.9,834
WFK C - Junction,4583.87*,50 Yr 24 Hr,589.7,834.46
WFK C - Junction,4583.87*,100 Yr 24 Hr,771.7,834.93
WFK C - Junction,4583.87*,200 Yr 24 Hr,980.7,835.4
WFK C - Junction,4583.87*,500 Yr 24 Hr,1287.3,835.99
WFK C - Junction,4490.15*,2 Yr 24 Hr,105.6,831.2
WFK C - Junction,4490.15*,5 Yr 24 Hr,183.7,831.77
WFK C - Junction,4490.15*,10 Yr 24 Hr,276.2,832.25
WFK C - Junction,4490.15*,25 Yr 24 Hr,438.9,832.92
WFK C - Junction,4490.15*,50 Yr 24 Hr,589.7,833.42
WFK C - Junction,4490.15*,100 Yr 24 Hr,771.7,833.93
WFK C - Junction,4490.15*,200 Yr 24 Hr,980.7,834.43
WFK C - Junction,4490.15*,500 Yr 24 Hr,1287.3,835.04
WFK C - Junction,4396.43,2 Yr 24 Hr,105.6,830.22
WFK C - Junction,4396.43,5 Yr 24 Hr,183.7,830.8
WFK C - Junction,4396.43,10 Yr 24 Hr,276.2,831.3
WFK C - Junction,4396.43,25 Yr 24 Hr,438.9,831.98
WFK C - Junction,4396.43,50 Yr 24 Hr,589.7,832.48
WFK C - Junction,4396.43,100 Yr 24 Hr,771.7,832.97
WFK C - Junction,4396.43,200 Yr 24 Hr,980.7,833.45
WFK C - Junction,4396.43,500 Yr 24 Hr,1287.3,834.06
WFK C - Junction,4312.36*,2 Yr 24 Hr,105.6,829.52
WFK C - Junction,4312.36*,5 Yr 24 Hr,183.7,830.08
WFK C - Junction,4312.36*,10 Yr 24 Hr,276.2,830.57
WFK C - Junction,4312.36*,25 Yr 24 Hr,438.9,831.22
WFK C - Junction,4312.36*,50 Yr 24 Hr,589.7,831.69
WFK C - Junction,4312.36*,100 Yr 24 Hr,771.7,832.15
WFK C - Junction,4312.36*,200 Yr 24 Hr,980.7,832.61
WFK C - Junction,4312.36*,500 Yr 24 Hr,1287.3,833.21
WFK C - Junction,4228.29*,2 Yr 24 Hr,105.6,828.83
WFK C - Junction,4228.29*,5 Yr 24 Hr,183.7,829.37
WFK C - Junction,4228.29*,10 Yr 24 Hr,276.2,829.84
WFK C - Junction,4228.29*,25 Yr 24 Hr,438.9,830.44
WFK C - Junction,4228.29*,50 Yr 24 Hr,589.7,830.88
WFK C - Junction,4228.29*,100 Yr 24 Hr,771.7,831.29
WFK C - Junction,4228.29*,200 Yr 24 Hr,980.7,831.73
WFK C - Junction,4228.29*,500 Yr 24 Hr,1287.3,832.09
WFK C - Junction,4144.21*,2 Yr 24 Hr,105.6,828.14
WFK C - Junction,4144.21*,5 Yr 24 Hr,183.7,828.67
WFK C - Junction,4144.21*,10 Yr 24 Hr,276.2,829.1
WFK C - Junction,4144.21*,25 Yr 24 Hr,438.9,829.63
WFK C - Junction,4144.21*,50 Yr 24 Hr,589.7,829.99
WFK C - Junction,4144.21*,100 Yr 24 Hr,771.7,830.34
WFK C - Junction,4144.21*,200 Yr 24 Hr,980.7,830.69
WFK C - Junction,4144.21*,500 Yr 24 Hr,1287.3,830.98
WFK C - Junction,4060.14*,2 Yr 24 Hr,105.6,827.44
WFK C - Junction,4060.14*,5 Yr 24 Hr,183.7,827.95
WFK C - Junction,4060.14*,10 Yr 24 Hr,276.2,828.28
WFK C - Junction,4060.14*,25 Yr 24 Hr,438.9,828.69
WFK C - Junction,4060.14*,50 Yr 24 Hr,589.7,828.98
WFK C - Junction,4060.14*,100 Yr 24 Hr,771.7,829.22
WFK C - Junction,4060.14*,200 Yr 24 Hr,980.7,829.45
WFK C - Junction,4060.14*,500 Yr 24 Hr,1287.3,829.73
WFK C - Junction,3976.07,2 Yr 24 Hr,105.6,826.56
WFK C - Junction,3976.07,5 Yr 24 Hr,183.7,827.06
WFK C - Junction,3976.07,10 Yr 24 Hr,276.2,827.39
WFK C - Junction,3976.07,25 Yr 24 Hr,438.9,827.76
WFK C - Junction,3976.07,50 Yr 24 Hr,589.7,828.05
WFK C - Junction,3976.07,100 Yr 24 Hr,771.7,828.26
WFK C - Junction,3976.07,200 Yr 24 Hr,980.7,828.48
WFK C - Junction,3976.07,500 Yr 24 Hr,1287.3,828.75
WFK C - Junction,3882.22*,2 Yr 24 Hr,105.6,825.37
WFK C - Junction,3882.22*,5 Yr 24 Hr,183.7,825.89
WFK C - Junction,3882.22*,10 Yr 24 Hr,276.2,826.27
WFK C - Junction,3882.22*,25 Yr 24 Hr,438.9,826.68
WFK C - Junction,3882.22*,50 Yr 24 Hr,589.7,826.99
WFK C - Junction,3882.22*,100 Yr 24 Hr,771.7,827.22
WFK C - Junction,3882.22*,200 Yr 24 Hr,980.7,827.44
WFK C - Junction,3882.22*,500 Yr 24 Hr,1287.3,827.73
WFK C - Junction,3788.37*,2 Yr 24 Hr,105.6,824.18
WFK C - Junction,3788.37*,5 Yr 24 Hr,183.7,824.7
WFK C - Junction,3788.37*,10 Yr 24 Hr,276.2,825.11
WFK C - Junction,3788.37*,25 Yr 24 Hr,438.9,825.61
WFK C - Junction,3788.37*,50 Yr 24 Hr,589.7,825.9
WFK C - Junction,3788.37*,100 Yr 24 Hr,771.7,826.17
WFK C - Junction,3788.37*,200 Yr 24 Hr,980.7,826.4
WFK C - Junction,3788.37*,500 Yr 24 Hr,1287.3,826.7
WFK C - Junction,3694.51*,2 Yr 24 Hr,105.6,822.99
WFK C - Junction,3694.51*,5 Yr 24 Hr,183.7,823.52
WFK C - Junction,3694.51*,10 Yr 24 Hr,276.2,823.94
WFK C - Junction,3694.51*,25 Yr 24 Hr,438.9,824.48
WFK C - Junction,3694.51*,50 Yr 24 Hr,589.7,824.81
WFK C - Junction,3694.51*,100 Yr 24 Hr,771.7,825.1
WFK C - Junction,3694.51*,200 Yr 24 Hr,980.7,825.35
WFK C - Junction,3694.51*,500 Yr 24 Hr,1287.3,825.67
WFK C - Junction,3600.66*,2 Yr 24 Hr,105.6,821.79
WFK C - Junction,3600.66*,5 Yr 24 Hr,183.7,822.34
WFK C - Junction,3600.66*,10 Yr 24 Hr,276.2,822.75
WFK C - Junction,3600.66*,25 Yr 24 Hr,438.9,823.33
WFK C - Junction,3600.66*,50 Yr 24 Hr,589.7,823.7
WFK C - Junction,3600.66*,100 Yr 24 Hr,771.7,824.02
WFK C - Junction,3600.66*,200 Yr 24 Hr,980.7,824.29
WFK C - Junction,3600.66*,500 Yr 24 Hr,1287.3,824.63
WFK C - Junction,3506.81*,2 Yr 24 Hr,105.6,820.6
WFK C - Junction,3506.81*,5 Yr 24 Hr,183.7,821.15
WFK C - Junction,3506.81*,10 Yr 24 Hr,276.2,821.57
WFK C - Junction,3506.81*,25 Yr 24 Hr,438.9,822.16
WFK C - Junction,3506.81*,50 Yr 24 Hr,589.7,822.57
WFK C - Junction,3506.81*,100 Yr 24 Hr,771.7,822.93
WFK C - Junction,3506.81*,200 Yr 24 Hr,980.7,823.22
WFK C - Junction,3506.81*,500 Yr 24 Hr,1287.3,823.6
WFK C - Junction,3412.96*,2 Yr 24 Hr,105.6,819.4
WFK C - Junction,3412.96*,5 Yr 24 Hr,183.7,819.96
WFK C - Junction,3412.96*,10 Yr 24 Hr,276.2,820.39
WFK C - Junction,3412.96*,25 Yr 24 Hr,438.9,820.99
WFK C - Junction,3412.96*,50 Yr 24 Hr,589.7,821.42
WFK C - Junction,3412.96*,100 Yr 24 Hr,771.7,821.83
WFK C - Junction,3412.96*,200 Yr 24 Hr,980.7,822.17
WFK C - Junction,3412.96*,500 Yr 24 Hr,1287.3,822.6
WFK C - Junction,3319.10*,2 Yr 24 Hr,105.6,818.21
WFK C - Junction,3319.10*,5 Yr 24 Hr,183.7,818.78
WFK C - Junction,3319.10*,10 Yr 24 Hr,276.2,819.2
WFK C - Junction,3319.10*,25 Yr 24 Hr,438.9,819.8
WFK C - Junction,3319.10*,50 Yr 24 Hr,589.7,820.26
WFK C - Junction,3319.10*,100 Yr 24 Hr,771.7,820.71
WFK C - Junction,3319.10*,200 Yr 24 Hr,980.7,821.13
WFK C - Junction,3319.10*,500 Yr 24 Hr,1287.3,821.6
WFK C - Junction,3225.25*,2 Yr 24 Hr,105.6,816.98
WFK C - Junction,3225.25*,5 Yr 24 Hr,183.7,817.56
WFK C - Junction,3225.25*,10 Yr 24 Hr,276.2,818.02
WFK C - Junction,3225.25*,25 Yr 24 Hr,438.9,818.67
WFK C - Junction,3225.25*,50 Yr 24 Hr,589.7,819.15
WFK C - Junction,3225.25*,100 Yr 24 Hr,771.7,819.61
WFK C - Junction,3225.25*,200 Yr 24 Hr,980.7,820.05
WFK C - Junction,3225.25*,500 Yr 24 Hr,1287.3,820.4
WFK C - Junction,3131.4,2 Yr 24 Hr,105.6,816.14
WFK C - Junction,3131.4,5 Yr 24 Hr,183.7,816.71
WFK C - Junction,3131.4,10 Yr 24 Hr,276.2,817.19
WFK C - Junction,3131.4,25 Yr 24 Hr,438.9,817.84
WFK C - Junction,3131.4,50 Yr 24 Hr,589.7,818.31
WFK C - Junction,3131.4,100 Yr 24 Hr,771.7,818.76
WFK C - Junction,3131.4,200 Yr 24 Hr,980.7,819.15
WFK C - Junction,3131.4,500 Yr 24 Hr,1287.3,819.58
WFK C - Junction,3036.08*,2 Yr 24 Hr,105.6,815.52
WFK C - Junction,3036.08*,5 Yr 24 Hr,183.7,816.05
WFK C - Junction,3036.08*,10 Yr 24 Hr,276.2,816.51
WFK C - Junction,3036.08*,25 Yr 24 Hr,438.9,817.14
WFK C - Junction,3036.08*,50 Yr 24 Hr,589.7,817.59
WFK C - Junction,3036.08*,100 Yr 24 Hr,771.7,818.01
WFK C - Junction,3036.08*,200 Yr 24 Hr,980.7,818.39
WFK C - Junction,3036.08*,500 Yr 24 Hr,1287.3,818.83
WFK C - Junction,2940.76*,2 Yr 24 Hr,105.6,814.9
WFK C - Junction,2940.76*,5 Yr 24 Hr,183.7,815.4
WFK C - Junction,2940.76*,10 Yr 24 Hr,276.2,815.84
WFK C - Junction,2940.76*,25 Yr 24 Hr,438.9,816.44
WFK C - Junction,2940.76*,50 Yr 24 Hr,589.7,816.87
WFK C - Junction,2940.76*,100 Yr 24 Hr,771.7,817.29
WFK C - Junction,2940.76*,200 Yr 24 Hr,980.7,817.64
WFK C - Junction,2940.76*,500 Yr 24 Hr,1287.3,818.08
WFK C - Junction,2845.44*,2 Yr 24 Hr,105.6,814.28
WFK C - Junction,2845.44*,5 Yr 24 Hr,183.7,814.75
WFK C - Junction,2845.44*,10 Yr 24 Hr,276.2,815.18
WFK C - Junction,2845.44*,25 Yr 24 Hr,438.9,815.75
WFK C - Junction,2845.44*,50 Yr 24 Hr,589.7,816.15
WFK C - Junction,2845.44*,100 Yr 24 Hr,771.7,816.55
WFK C - Junction,2845.44*,200 Yr 24 Hr,980.7,816.89
WFK C - Junction,2845.44*,500 Yr 24 Hr,1287.3,817.32
WFK C - Junction,2750.12*,2 Yr 24 Hr,105.6,813.66
WFK C - Junction,2750.12*,5 Yr 24 Hr,183.7,814.11
WFK C - Junction,2750.12*,10 Yr 24 Hr,276.2,814.52
WFK C - Junction,2750.12*,25 Yr 24 Hr,438.9,815.05
WFK C - Junction,2750.12*,50 Yr 24 Hr,589.7,815.43
WFK C - Junction,2750.12*,100 Yr 24 Hr,771.7,815.81
WFK C - Junction,2750.12*,200 Yr 24 Hr,980.7,816.14
WFK C - Junction,2750.12*,500 Yr 24 Hr,1287.3,816.55
WFK C - Junction,2654.80*,2 Yr 24 Hr,105.6,813.03
WFK C - Junction,2654.80*,5 Yr 24 Hr,183.7,813.47
WFK C - Junction,2654.80*,10 Yr 24 Hr,276.2,813.85
WFK C - Junction,2654.80*,25 Yr 24 Hr,438.9,814.34
WFK C - Junction,2654.80*,50 Yr 24 Hr,589.7,814.71
WFK C - Junction,2654.80*,100 Yr 24 Hr,771.7,815.08
WFK C - Junction,2654.80*,200 Yr 24 Hr,980.7,815.39
WFK C - Junction,2654.80*,500 Yr 24 Hr,1287.3,815.78
WFK C - Junction,2559.48*,2 Yr 24 Hr,105.6,812.41
WFK C - Junction,2559.48*,5 Yr 24 Hr,183.7,812.83
WFK C - Junction,2559.48*,10 Yr 24 Hr,276.2,813.17
WFK C - Junction,2559.48*,25 Yr 24 Hr,438.9,813.64
WFK C - Junction,2559.48*,50 Yr 24 Hr,589.7,813.99
WFK C - Junction,2559.48*,100 Yr 24 Hr,771.7,814.34
WFK C - Junction,2559.48*,200 Yr 24 Hr,980.7,814.64
WFK C - Junction,2559.48*,500 Yr 24 Hr,1287.3,815.02
WFK C - Junction,2464.16*,2 Yr 24 Hr,105.6,811.79
WFK C - Junction,2464.16*,5 Yr 24 Hr,183.7,812.17
WFK C - Junction,2464.16*,10 Yr 24 Hr,276.2,812.49
WFK C - Junction,2464.16*,25 Yr 24 Hr,438.9,812.93
WFK C - Junction,2464.16*,50 Yr 24 Hr,589.7,813.26
WFK C - Junction,2464.16*,100 Yr 24 Hr,771.7,813.59
WFK C - Junction,2464.16*,200 Yr 24 Hr,980.7,813.89
WFK C - Junction,2464.16*,500 Yr 24 Hr,1287.3,814.26
WFK C - Junction,2368.84*,2 Yr 24 Hr,105.6,811.16
WFK C - Junction,2368.84*,5 Yr 24 Hr,183.7,811.5
WFK C - Junction,2368.84*,10 Yr 24 Hr,276.2,811.8
WFK C - Junction,2368.84*,25 Yr 24 Hr,438.9,812.21
WFK C - Junction,2368.84*,50 Yr 24 Hr,589.7,812.52
WFK C - Junction,2368.84*,100 Yr 24 Hr,771.7,812.85
WFK C - Junction,2368.84*,200 Yr 24 Hr,980.7,813.14
WFK C - Junction,2368.84*,500 Yr 24 Hr,1287.3,813.5
WFK C - Junction,2273.52*,2 Yr 24 Hr,105.6,810.52
WFK C - Junction,2273.52*,5 Yr 24 Hr,183.7,810.83
WFK C - Junction,2273.52*,10 Yr 24 Hr,276.2,811.1
WFK C - Junction,2273.52*,25 Yr 24 Hr,438.9,811.49
WFK C - Junction,2273.52*,50 Yr 24 Hr,589.7,811.78
WFK C - Junction,2273.52*,100 Yr 24 Hr,771.7,812.1
WFK C - Junction,2273.52*,200 Yr 24 Hr,980.7,812.38
WFK C - Junction,2273.52*,500 Yr 24 Hr,1287.3,812.74
WFK C - Junction,2178.2,2 Yr 24 Hr,105.6,809.8
WFK C - Junction,2178.2,5 Yr 24 Hr,183.7,810.09
WFK C - Junction,2178.2,10 Yr 24 Hr,276.2,810.36
WFK C - Junction,2178.2,25 Yr 24 Hr,438.9,810.72
WFK C - Junction,2178.2,50 Yr 24 Hr,589.7,811.01
WFK C - Junction,2178.2,100 Yr 24 Hr,771.7,811.31
WFK C - Junction,2178.2,200 Yr 24 Hr,980.7,811.6
WFK C - Junction,2178.2,500 Yr 24 Hr,1287.3,811.95
WFK C - Junction,2083.36*,2 Yr 24 Hr,105.6,808.99
WFK C - Junction,2083.36*,5 Yr 24 Hr,183.7,809.29
WFK C - Junction,2083.36*,10 Yr 24 Hr,276.2,809.56
WFK C - Junction,2083.36*,25 Yr 24 Hr,438.9,809.93
WFK C - Junction,2083.36*,50 Yr 24 Hr,589.7,810.21
WFK C - Junction,2083.36*,100 Yr 24 Hr,771.7,810.51
WFK C - Junction,2083.36*,200 Yr 24 Hr,980.7,810.8
WFK C - Junction,2083.36*,500 Yr 24 Hr,1287.3,811.14
WFK C - Junction,1988.53*,2 Yr 24 Hr,105.6,808.16
WFK C - Junction,1988.53*,5 Yr 24 Hr,183.7,808.48
WFK C - Junction,1988.53*,10 Yr 24 Hr,276.2,808.76
WFK C - Junction,1988.53*,25 Yr 24 Hr,438.9,809.13
WFK C - Junction,1988.53*,50 Yr 24 Hr,589.7,809.41
WFK C - Junction,1988.53*,100 Yr 24 Hr,771.7,809.71
WFK C - Junction,1988.53*,200 Yr 24 Hr,980.7,810
WFK C - Junction,1988.53*,500 Yr 24 Hr,1287.3,810.34
WFK C - Junction,1893.69*,2 Yr 24 Hr,105.6,807.32
WFK C - Junction,1893.69*,5 Yr 24 Hr,183.7,807.67
WFK C - Junction,1893.69*,10 Yr 24 Hr,276.2,807.95
WFK C - Junction,1893.69*,25 Yr 24 Hr,438.9,808.33
WFK C - Junction,1893.69*,50 Yr 24 Hr,589.7,808.61
WFK C - Junction,1893.69*,100 Yr 24 Hr,771.7,808.91
WFK C - Junction,1893.69*,200 Yr 24 Hr,980.7,809.2
WFK C - Junction,1893.69*,500 Yr 24 Hr,1287.3,809.54
WFK C - Junction,1798.85*,2 Yr 24 Hr,105.6,806.49
WFK C - Junction,1798.85*,5 Yr 24 Hr,183.7,806.84
WFK C - Junction,1798.85*,10 Yr 24 Hr,276.2,807.14
WFK C - Junction,1798.85*,25 Yr 24 Hr,438.9,807.53
WFK C - Junction,1798.85*,50 Yr 24 Hr,589.7,807.82
WFK C - Junction,1798.85*,100 Yr 24 Hr,771.7,808.11
WFK C - Junction,1798.85*,200 Yr 24 Hr,980.7,808.4
WFK C - Junction,1798.85*,500 Yr 24 Hr,1287.3,808.75
WFK C - Junction,1704.01*,2 Yr 24 Hr,105.6,805.65
WFK C - Junction,1704.01*,5 Yr 24 Hr,183.7,806
WFK C - Junction,1704.01*,10 Yr 24 Hr,276.2,806.31
WFK C - Junction,1704.01*,25 Yr 24 Hr,438.9,806.72
WFK C - Junction,1704.01*,50 Yr 24 Hr,589.7,807.01
WFK C - Junction,1704.01*,100 Yr 24 Hr,771.7,807.31
WFK C - Junction,1704.01*,200 Yr 24 Hr,980.7,807.6
WFK C - Junction,1704.01*,500 Yr 24 Hr,1287.3,807.97
WFK C - Junction,1609.18*,2 Yr 24 Hr,105.6,804.79
WFK C - Junction,1609.18*,5 Yr 24 Hr,183.7,805.16
WFK C - Junction,1609.18*,10 Yr 24 Hr,276.2,805.48
WFK C - Junction,1609.18*,25 Yr 24 Hr,438.9,805.91
WFK C - Junction,1609.18*,50 Yr 24 Hr,589.7,806.21
WFK C - Junction,1609.18*,100 Yr 24 Hr,771.7,806.51
WFK C - Junction,1609.18*,200 Yr 24 Hr,980.7,806.83
WFK C - Junction,1609.18*,500 Yr 24 Hr,1287.3,807.16
WFK C - Junction,1514.34,2 Yr 24 Hr,105.6,803.99
WFK C - Junction,1514.34,5 Yr 24 Hr,183.7,804.39
WFK C - Junction,1514.34,10 Yr 24 Hr,276.2,804.72
WFK C - Junction,1514.34,25 Yr 24 Hr,438.9,805.17
WFK C - Junction,1514.34,50 Yr 24 Hr,589.7,805.47
WFK C - Junction,1514.34,100 Yr 24 Hr,771.7,805.78
WFK C - Junction,1514.34,200 Yr 24 Hr,980.7,806.08
WFK C - Junction,1514.34,500 Yr 24 Hr,1287.3,806.44
WFK C - Junction,1418.82*,2 Yr 24 Hr,105.6,803.23
WFK C - Junction,1418.82*,5 Yr 24 Hr,183.7,803.66
WFK C - Junction,1418.82*,10 Yr 24 Hr,276.2,804
WFK C - Junction,1418.82*,25 Yr 24 Hr,438.9,804.47
WFK C - Junction,1418.82*,50 Yr 24 Hr,589.7,804.77
WFK C - Junction,1418.82*,100 Yr 24 Hr,771.7,805.07
WFK C - Junction,1418.82*,200 Yr 24 Hr,980.7,805.36
WFK C - Junction,1418.82*,500 Yr 24 Hr,1287.3,805.73
WFK C - Junction,1323.30*,2 Yr 24 Hr,105.6,802.47
WFK C - Junction,1323.30*,5 Yr 24 Hr,183.7,802.93
WFK C - Junction,1323.30*,10 Yr 24 Hr,276.2,803.29
WFK C - Junction,1323.30*,25 Yr 24 Hr,438.9,803.78
WFK C - Junction,1323.30*,50 Yr 24 Hr,589.7,804.07
WFK C - Junction,1323.30*,100 Yr 24 Hr,771.7,804.37
WFK C - Junction,1323.30*,200 Yr 24 Hr,980.7,804.65
WFK C - Junction,1323.30*,500 Yr 24 Hr,1287.3,805.02
WFK C - Junction,1227.79*,2 Yr 24 Hr,105.6,801.72
WFK C - Junction,1227.79*,5 Yr 24 Hr,183.7,802.21
WFK C - Junction,1227.79*,10 Yr 24 Hr,276.2,802.58
WFK C - Junction,1227.79*,25 Yr 24 Hr,438.9,803.08
WFK C - Junction,1227.79*,50 Yr 24 Hr,589.7,803.38
WFK C - Junction,1227.79*,100 Yr 24 Hr,771.7,803.67
WFK C - Junction,1227.79*,200 Yr 24 Hr,980.7,803.95
WFK C - Junction,1227.79*,500 Yr 24 Hr,1287.3,804.34
WFK C - Junction,1132.27*,2 Yr 24 Hr,105.6,800.96
WFK C - Junction,1132.27*,5 Yr 24 Hr,183.7,801.48
WFK C - Junction,1132.27*,10 Yr 24 Hr,276.2,801.88
WFK C - Junction,1132.27*,25 Yr 24 Hr,438.9,802.4
WFK C - Junction,1132.27*,50 Yr 24 Hr,589.7,802.69
WFK C - Junction,1132.27*,100 Yr 24 Hr,771.7,802.98
WFK C - Junction,1132.27*,200 Yr 24 Hr,980.7,803.26
WFK C - Junction,1132.27*,500 Yr 24 Hr,1287.3,803.68
WFK C - Junction,1036.75*,2 Yr 24 Hr,105.6,800.22
WFK C - Junction,1036.75*,5 Yr 24 Hr,183.7,800.76
WFK C - Junction,1036.75*,10 Yr 24 Hr,276.2,801.19
WFK C - Junction,1036.75*,25 Yr 24 Hr,438.9,801.71
WFK C - Junction,1036.75*,50 Yr 24 Hr,589.7,802
WFK C - Junction,1036.75*,100 Yr 24 Hr,771.7,802.29
WFK C - Junction,1036.75*,200 Yr 24 Hr,980.7,802.62
WFK C - Junction,1036.75*,500 Yr 24 Hr,1287.3,803.15
WFK C - Junction,941.23* ,2 Yr 24 Hr,105.6,799.48
WFK C - Junction,941.23* ,5 Yr 24 Hr,183.7,800.05
WFK C - Junction,941.23* ,10 Yr 24 Hr,276.2,800.5
WFK C - Junction,941.23* ,25 Yr 24 Hr,438.9,801.03
WFK C - Junction,941.23* ,50 Yr 24 Hr,589.7,801.33
WFK C - Junction,941.23* ,100 Yr 24 Hr,771.7,801.65
WFK C - Junction,941.23* ,200 Yr 24 Hr,980.7,802.11
WFK C - Junction,941.23* ,500 Yr 24 Hr,1287.3,802.83
WFK C - Junction,845.72* ,2 Yr 24 Hr,105.6,798.75
WFK C - Junction,845.72* ,5 Yr 24 Hr,183.7,799.36
WFK C - Junction,845.72* ,10 Yr 24 Hr,276.2,799.84
WFK C - Junction,845.72* ,25 Yr 24 Hr,438.9,800.36
WFK C - Junction,845.72* ,50 Yr 24 Hr,589.7,800.71
WFK C - Junction,845.72* ,100 Yr 24 Hr,771.7,801.16
